,indicator,periodType,periodFrom,periodTo,tsoEicCode,operatorLabel,pointLabel,tsoItemIdentifier,directionKey,unit,itemRemarks,generalRemarks,value,lastUpdateDateTime,isUnlimited,flowStatus,isCamRelevant,isNA,isCmpRelevant,interruptionCalculationRemark,isArchived
0,Physical Flow,day,2016-01-01 06:00,2016-01-02 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,entry,kWh/d,,,,2016-03-10 01:02,,Confirmed,yes,,,,
1,Physical Flow,day,2016-01-02 06:00,2016-01-03 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,entry,kWh/d,,,,2016-03-10 01:02,,Confirmed,yes,,,,
2,Physical Flow,day,2016-01-03 06:00,2016-01-04 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,entry,kWh/d,,,,2016-03-10 01:02,,Confirmed,yes,,,,
3,Physical Flow,day,2016-01-04 06:00,2016-01-05 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,entry,kWh/d,,,,2016-03-10 01:02,,Confirmed,yes,,,,
4,Physical Flow,day,2016-01-05 06:00,2016-01-06 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,entry,kWh/d,,,,2016-03-10 01:02,,Confirmed,yes,,,,
5,Physical Flow,day,2016-01-06 06:00,2016-01-07 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,entry,kWh/d,,,,2016-03-10 01:02,,Confirmed,yes,,,,
6,Physical Flow,day,2016-01-07 06:00,2016-01-08 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,entry,kWh/d,,,0.0,2016-03-10 01:02,,Confirmed,yes,,,,
7,Physical Flow,day,2016-01-08 06:00,2016-01-09 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,entry,kWh/d,,,0.0,2016-03-10 01:02,,Confirmed,yes,,,,
8,Physical Flow,day,2016-01-09 06:00,2016-01-10 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,entry,kWh/d,,,,2016-03-10 01:02,,Confirmed,yes,,,,
9,Physical Flow,day,2016-01-10 06:00,2016-01-11 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,entry,kWh/d,,,,2016-03-10 01:02,,Confirmed,yes,,,,
10,Physical Flow,day,2016-01-11 06:00,2016-01-12 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,entry,kWh/d,,,,2016-03-10 01:02,,Confirmed,yes,,,,
11,Physical Flow,day,2016-01-12 06:00,2016-01-13 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,entry,kWh/d,,,,2016-03-10 01:02,,Confirmed,yes,,,,
12,Physical Flow,day,2016-01-13 06:00,2016-01-14 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,entry,kWh/d,,,,2016-03-10 01:02,,Confirmed,yes,,,,
